Time (s),CBF Array[0],CBF Array[1]
36.593718274,3.73787198534672,-7.979727989493313e-17
36.605918718,3.737884560273306,2.7755575615628914e-17
36.613500796,3.7378970579603292,-8.326672684688674e-17
36.623767945,3.737909693924119,5.551115123125783e-17
36.633841894,3.737922294014631,-6.591949208711867e-17
36.643323218,3.7379348021707473,-4.163336342344337e-17
36.653983251,3.737947416540287,-1.734723475976807e-17
36.663422583,3.7379599710481917,-3.122502256758253e-17
36.673505785,3.7379725424380035,1.1102230246251565e-16
36.683368498,3.737985080642772,-3.469446951953614e-17
36.693584626,3.7379977109842786,-5.204170427930421e-17
36.703326915,3.7380102280876106,-2.7755575615628914e-17
36.714068298,3.7380229104927722,1.5265566588595902e-16
36.723356106,3.738035408891464,5.551115123125783e-17
36.733911187,3.7380480075318077,1.3183898417423734e-16
36.743672183,3.7380605804787934,5.204170427930421e-17
36.753832582,3.7380731535193417,1.1102230246251565e-16
36.763329153,3.738085712258842,-3.122502256758253e-17
36.773965177,3.738098369756532,-5.898059818321144e-17
36.783605322,3.738110857906506,-2.0816681711721685e-17
36.793841163,3.7381234397177305,-2.1510571102112408e-16
